"Service Request Number","Service Request Type","City Department","Created Date","Method Received","Status","Location","X_Value","Y_Value","Latitude","Longitude","Latitude/Longitude","ZIP Code","Council District","Police Precinct","Community Reporting Area"
"25-00086529","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/27/2025 08:52:59 AM","Find It Fix It Apps","Closed","2806 3RD AVE W, SEATTLE, WA 98119","1264185.43623621","239174.211553295","47.64545703","-122.35972496","POINT (-122.35972496 47.64545703)","98119","7","WEST","QUEEN ANNE"
"25-00089166","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/29/2025 01:30:14 PM","Find It Fix It Apps","Closed","5701 SEAVIEW AVE NW, SEATTLE, WA 98107","1253121.3987299","248575.623553754","47.67061507","-122.40537914","POINT (-122.40537914 47.67061507)","98107","6","NORTH","SUNSET HILL/LOYAL HEIGHTS"
"25-00089427","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/29/2025 06:28:10 PM","Find It Fix It Apps","Closed","7009 45TH AVE NE, SEATTLE, WA 98115","1283809.31801288","251391.220057483","47.67998304","-122.28106136","POINT (-122.28106136 47.67998304)","98115","4","NORTH","WEDGWOOD/VIEW RIDGE"
"25-00090800","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/31/2025 10:46:39 AM","Find It Fix It Apps","Closed","4219 36TH AVE W, SEATTLE, WA 98199","1252987.20329159","243961.193865798","47.65795981","-122.40554109","POINT (-122.40554109 47.65795981)","98199","6","WEST","MAGNOLIA"
"25-00090966","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/31/2025 12:13:21 PM","Find It Fix It Apps","Closed","1380 BRADNER PL S, SEATTLE, WA 98144","1279586.21422393","218858.643626641","47.59059243","-122.29569249","POINT (-122.29569249 47.59059243)","98144","3","EAST","MT. BAKER/NORTH RAINIER"
"25-00090983","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/31/2025 12:23:19 PM","Find It Fix It Apps","Closed","120 W HOWE ST, SEATTLE, WA 98119","1264190.38020669","235703.700822596","47.63594481","-122.35942573","POINT (-122.35942573 47.63594481)","98119","7","WEST","QUEEN ANNE"
"25-00084601","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 05:02:40 PM","Find It Fix It Apps","Closed","8501 14TH AVE NE, SEATTLE, WA 98115","1275853.46036219","255346.00888208","47.69040815","-122.31366088","POINT (-122.31366088 47.69040815)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00084632","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 05:24:45 PM","Find It Fix It Apps","Closed","3140 W GALER ST, SEATTLE, WA 98199","1254793.12274494","234579.639302083","47.63234662","-122.39744094","POINT (-122.39744094 47.63234662)","98199","7","WEST","MAGNOLIA"
"25-00084754","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 06:59:37 PM","Citizen Web Intake App","Closed","1450 23RD AVE W, SEATTLE, WA 98199","1257450.20583596","234278.534841688","47.63166884","-122.38664197","POINT (-122.38664197 47.63166884)","98199","7","WEST","INTERBAY"
"25-00084801","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 07:28:42 PM","Find It Fix It Apps","Closed","3200 NE 105TH ST, SEATTLE, WA 98125","1280836.74094777","261117.710655045","47.7064893","-122.29387564","POINT (-122.29387564 47.7064893)","98125","5","NORTH","CEDAR PARK/MEADOWBROOK"
"25-00093997","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/02/2025 04:46:17 PM","Find It Fix It Apps","Closed","5701 SEAVIEW AVE NW, SEATTLE, WA 98107","1253121.3987299","248575.623553754","47.67061507","-122.40537914","POINT (-122.40537914 47.67061507)","98107","6","NORTH","SUNSET HILL/LOYAL HEIGHTS"
"25-00094062","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/02/2025 05:39:46 PM","Find It Fix It Apps","Closed","7705 FAUNTLEROY WAY SW, SEATTLE, WA 98136","1254802.25446195","198666.08052822","47.53391073","-122.39444936","POINT (-122.39444936 47.53391073)","98136","1","SOUTHWEST","FAUNTLEROY/SEAVIEW"
"25-00088590","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/28/2025 05:28:48 PM","Find It Fix It Apps","Closed","1218 NE 82ND ST, SEATTLE, WA 98115","1275592.17615814","254973.215574556","47.68937255","-122.31469244","POINT (-122.31469244 47.68937255)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00092528","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/01/2025 02:29:27 PM","Find It Fix It Apps","Closed","5400 FAUNTLEROY WAY SW, SEATTLE, WA 98136","1258352.27603165","205754.92108343","47.55353731","-122.38065834","POINT (-122.38065834 47.55353731)","98136","1","SOUTHWEST","WEST SEATTLE JUNCTION/GENESEE HILL"
"25-00088649","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/28/2025 06:13:04 PM","Find It Fix It Apps","Closed","4201 36TH AVE W, SEATTLE, WA 98199","1253437.38028066","243851.627661279","47.65768469","-122.40370569","POINT (-122.40370569 47.65768469)","98199","6","WEST","MAGNOLIA"
"25-00089569","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/30/2025 07:27:11 AM","Find It Fix It Apps","Closed","5902 LAKE WASHINGTON BLVD S, SEATTLE, WA 98118","1289035.32885491","203739.120090794","47.54963526","-122.25627348","POINT (-122.25627348 47.54963526)","98118","2","SOUTH","SEWARD PARK"
"25-00097586","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/06/2025 10:17:20 AM","Find It Fix It Apps","Closed","1800 2ND AVE W, SEATTLE, WA 98119","1263986.37949206","235493.298631293","47.63535701","-122.36023607","POINT (-122.36023607 47.63535701)","98119","7","WEST","QUEEN ANNE"
"25-00089631","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/30/2025 09:34:05 AM","Find It Fix It Apps","Closed","1881 1ST AVE W, SEATTLE, WA 98119","1264434.19415007","235532.243664841","47.6354881","-122.35842322","POINT (-122.35842322 47.6354881)","98119","7","WEST","QUEEN ANNE"
"25-00089749","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/30/2025 11:27:59 AM","Citizen Web Intake App","Closed","1500 LOGAN AVE W, SEATTLE, WA 98199","1254375.901221","234645.438851462","47.63250371","-122.39913817","POINT (-122.39913817 47.63250371)","98199","6","WEST","MAGNOLIA"
"25-00091231","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/31/2025 02:31:21 PM","Find It Fix It Apps","Closed","2806 3RD AVE W, SEATTLE, WA 98119","1264185.43623621","239174.211553295","47.64545703","-122.35972496","POINT (-122.35972496 47.64545703)","98119","7","WEST","QUEEN ANNE"
"25-00091230","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/31/2025 02:31:19 PM","Find It Fix It Apps","Closed","7727 28TH AVE NE, SEATTLE, WA 98115","1279717.34730607","253475.929633348","47.68548496","-122.29783069","POINT (-122.29783069 47.68548496)","98115","4","NORTH","RAVENNA/BRYANT"
"25-00092806","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/01/2025 05:43:53 PM","Find It Fix It Apps","Closed","1053 NE 88TH ST, SEATTLE, WA 98115","1275435.36733627","255881.071720324","47.69185269","-122.31539998","POINT (-122.31539998 47.69185269)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00092812","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/01/2025 05:51:53 PM","Citizen Web Intake App","Closed","1020 NE 82ND ST, SEATTLE, WA 98115","1275090.57061039","254983.196224447","47.68937342","-122.31672947","POINT (-122.31672947 47.68937342)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00095724","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/04/2025 09:32:49 AM","Find It Fix It Apps","Closed","2618 ALKI AVE SW, SEATTLE, WA 98116","1252005.95813684","215615.204367337","47.58021084","-122.40716979","POINT (-122.40716979 47.58021084)","98116","1","SOUTHWEST","ALKI/ADMIRAL"
"25-00095773","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/04/2025 09:53:12 AM","Citizen Web Intake App","Closed","6919 E GREEN LAKE WAY N, SEATTLE, WA 98115","1272575.61207506","251158.492334844","47.67875669","-122.32663752","POINT (-122.32663752 47.67875669)","98115","6","NORTH","GREEN LAKE"
"25-00091423","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/31/2025 04:24:13 PM","Find It Fix It Apps","Closed","8749 1ST AVE NW, SEATTLE, WA 98117","1264885.57419064","256908.71542243","47.69410439","-122.35831078","POINT (-122.35831078 47.69410439)","98117","5","NORTH","GREENWOOD/PHINNEY RIDGE"
"25-00092870","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/01/2025 06:55:17 PM","Find It Fix It Apps","Closed","2085 NE 68TH ST, SEATTLE, WA 98115","1277794.70500647","250614.656336415","47.6775417","-122.30541283","POINT (-122.30541283 47.6775417)","98115","4","NORTH","RAVENNA/BRYANT"
"25-00097625","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/06/2025 10:51:33 AM","Find It Fix It Apps","Closed","1353 DISCOVERY PARK BLVD, SEATTLE, WA 98199","1247503.37640272","244853.266105204","47.6600956","-122.4278634","POINT (-122.4278634 47.6600956)","98199","6","WEST","MAGNOLIA"
"25-00092883","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/01/2025 07:27:32 PM","Find It Fix It Apps","Closed","4601 41ST AVE S, SEATTLE, WA 98118","1282806.07836525","208116.781806636","47.56131591","-122.28182693","POINT (-122.28182693 47.56131591)","98118","2","SOUTH","COLUMBIA CITY"
"25-00092888","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/01/2025 07:29:43 PM","Find It Fix It Apps","Closed","3987 S CONOVER WAY, SEATTLE, WA 98118","1282566.65260166","208270.452507274","47.56172477","-122.28280822","POINT (-122.28280822 47.56172477)","98118","2","SOUTH","COLUMBIA CITY"
"25-00097632","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/06/2025 10:54:40 AM","Find It Fix It Apps","Closed","1429 DISCOVERY PARK BLVD, SEATTLE, WA 98199","1246889.42372613","244986.606757445","47.66042617","-122.43036547","POINT (-122.43036547 47.66042617)","98199","6","WEST","MAGNOLIA"
"25-00097638","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/06/2025 11:04:52 AM","Find It Fix It Apps","Closed","4401 W POINT AVE W, SEATTLE, WA 98199","1245569.43899777","245574.767220707","47.66196304","-122.43577045","POINT (-122.43577045 47.66196304)","98199","6","WEST","MAGNOLIA"
"25-00097643","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/06/2025 11:12:43 AM","Find It Fix It Apps","Closed","1500 DISCOVERY PARK BLVD, SEATTLE, WA 98199","1246070.33191551","245382.347107054","47.66146421","-122.43372199","POINT (-122.43372199 47.66146421)","98199","6","WEST","MAGNOLIA"
"25-00097660","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/06/2025 11:29:50 AM","Find It Fix It Apps","Closed","1403 NE 86TH ST, SEATTLE, WA 98115","1275928.65035641","255603.841577693","47.69111883","-122.31337577","POINT (-122.31337577 47.69111883)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00097715","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/06/2025 12:56:30 PM","Find It Fix It Apps","Closed","6763 LAKE SHORE DR NE, SEATTLE, WA 98115","1290831.68983854","250379.082751407","47.67756733","-122.25248322","POINT (-122.25248322 47.67756733)","98115","4","NORTH","LAURELHURST/SAND POINT"
"25-00097869","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/06/2025 05:03:57 PM","Find It Fix It Apps","Closed","1218 NE 82ND ST, SEATTLE, WA 98115","1275592.17615814","254973.215574556","47.68937255","-122.31469244","POINT (-122.31469244 47.68937255)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00093091","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/02/2025 08:13:28 AM","Citizen Web Intake App","Closed","2025 14TH AVE S, SEATTLE, WA 98144","1274760.90064077","217081.84316296","47.58546921","-122.31510489","POINT (-122.31510489 47.58546921)","98144","2","SOUTH","NORTH BEACON HILL/JEFFERSON PARK"
"25-00089908","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/30/2025 02:29:29 PM","Citizen Web Intake App","Closed","144 NW 80TH ST, SEATTLE, WA 98117","1264429.8610906","254418.431567896","47.6872539","-122.3599603","POINT (-122.3599603 47.6872539)","98117","6","NORTH","GREENWOOD/PHINNEY RIDGE"
"25-00091712","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/31/2025 08:23:59 PM","Find It Fix It Apps","Closed","1900 WARREN AVE N, SEATTLE, WA 98109","1265548.68935971","235755.832126375","47.6361614","-122.35392161","POINT (-122.35392161 47.6361614)","98109","7","WEST","QUEEN ANNE"
"25-00097861","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/06/2025 04:55:19 PM","Find It Fix It Apps","Closed","8501 14TH AVE NE, SEATTLE, WA 98115","1275853.46036219","255346.00888208","47.69040815","-122.31366088","POINT (-122.31366088 47.69040815)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00097868","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/06/2025 05:03:49 PM","Find It Fix It Apps","Closed","5013 S ANGELINE ST, SEATTLE, WA 98118","1285647.49930517","207318.156520714","47.5592729","-122.27026012","POINT (-122.27026012 47.5592729)","98118","2","SOUTH","SEWARD PARK"
"25-00097880","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/06/2025 05:11:26 PM","Find It Fix It Apps","Closed","7345 E GREEN LAKE DR N, SEATTLE, WA 98115","1272577.91273041","251992.527745555","47.68104287","-122.32669388","POINT (-122.32669388 47.68104287)","98115","6","NORTH","GREEN LAKE"
"25-00094728","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/03/2025 11:36:59 AM","Find It Fix It Apps","Closed","1834 3RD AVE W, SEATTLE, WA 98119","1264357.3763738","235364.951455617","47.63502539","-122.35872128","POINT (-122.35872128 47.63502539)","98119","7","WEST","QUEEN ANNE"
"25-00098063","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/07/2025 07:12:09 AM","Find It Fix It Apps","Closed","7586 22ND AVE NW, SEATTLE, WA 98117","1258438.15864296","253343.401384688","47.68397889","-122.38419404","POINT (-122.38419404 47.68397889)","98117","6","NORTH","SUNSET HILL/LOYAL HEIGHTS"
"25-00094807","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/03/2025 12:24:17 PM","Find It Fix It Apps","Closed","104 W RAYE ST, SEATTLE, WA 98119","1264379.60676301","238639.651775066","47.64400238","-122.35889442","POINT (-122.35889442 47.64400238)","98119","7","WEST","QUEEN ANNE"
"25-00094854","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/03/2025 12:55:35 PM","Find It Fix It Apps","Closed","7020 LAKE SHORE DR NE, SEATTLE, WA 98115","1291552.94746358","250819.625823147","47.67881129","-122.24958882","POINT (-122.24958882 47.67881129)","98115","4","NORTH","LAURELHURST/SAND POINT"
"25-00094842","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/03/2025 12:52:30 PM","Find It Fix It Apps","Closed","500 FEDERAL AVE E, SEATTLE, WA 98102","1274161.35797121","230891.013815163","47.6232882","-122.31861375","POINT (-122.31861375 47.6232882)","98102","3","EAST","CAPITOL HILL"
"25-00096323","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/04/2025 03:00:53 PM","Find It Fix It Apps","Closed","3361 BEACH DR SW, SEATTLE, WA 98116","1249293.20987839","213556.267649254","47.57441487","-122.41798696","POINT (-122.41798696 47.57441487)","98116","1","SOUTHWEST","ALKI/ADMIRAL"
"25-00096327","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/04/2025 03:02:41 PM","Find It Fix It Apps","Closed","8241 14TH AVE NE, SEATTLE, WA 98115","1275880.36723377","255427.370860346","47.69063258","-122.313558","POINT (-122.313558 47.69063258)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00096455","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/04/2025 04:36:15 PM","Find It Fix It Apps","Closed","1053 NE 88TH ST, SEATTLE, WA 98115","1275435.36733627","255881.071720324","47.69185269","-122.31539998","POINT (-122.31539998 47.69185269)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00090112","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/30/2025 05:53:54 PM","Find It Fix It Apps","Closed","8526 ROOSEVELT WAY NE, SEATTLE, WA 98115","1274938.90333544","255622.441119854","47.69111756","-122.31739521","POINT (-122.31739521 47.69111756)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00090138","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/30/2025 06:21:06 PM","Citizen Web Intake App","Closed","235 21ST AVE E, SEATTLE, WA 98112","1277481.67717099","229963.602161225","47.62092105","-122.3050802","POINT (-122.3050802 47.62092105)","98112","3","EAST","MILLER PARK"
"25-00090139","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/30/2025 06:21:10 PM","Citizen Web Intake App","Closed","235 21ST AVE E, SEATTLE, WA 98112","1277481.67717099","229963.602161225","47.62092105","-122.3050802","POINT (-122.3050802 47.62092105)","98112","3","EAST","MILLER PARK"
"25-00090194","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/30/2025 07:38:42 PM","Find It Fix It Apps","Closed","3823 S ALASKA ST, SEATTLE, WA 98118","1282249.8471667","207856.052301153","47.56057253","-122.2840595","POINT (-122.2840595 47.56057253)","98118","2","SOUTH","COLUMBIA CITY"
"25-00098140","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/07/2025 08:14:37 AM","Find It Fix It Apps","Closed","2806 3RD AVE W, SEATTLE, WA 98119","1264185.43623621","239174.211553295","47.64545703","-122.35972496","POINT (-122.35972496 47.64545703)","98119","7","WEST","QUEEN ANNE"
"25-00099189","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/07/2025 06:28:23 PM","Find It Fix It Apps","Closed","2185 NE 61ST ST, SEATTLE, WA 98115","1277873.44674761","248804.783318783","47.67258499","-122.30495277","POINT (-122.30495277 47.67258499)","98115","4","NORTH","RAVENNA/BRYANT"
"25-00096544","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/04/2025 05:19:32 PM","Citizen Web Intake App","Closed","4554 NE 41ST ST, SEATTLE, WA 98105","1284438.3238892","243778.262398841","47.65914832","-122.27792827","POINT (-122.27792827 47.65914832)","98105","4","NORTH","LAURELHURST/SAND POINT"
